-1097818638071566096;0
-1097818603711827728;0
-1097818646661500688;0
-1097818896843345680;0
-1097818861409865230;0
-1097818637903793936;0
-1097818638071566096;0
-1097819703760326416;0
-1097818638071566096;0
-1097818612301762320;0
-1097818637903732496;0
-1097818603711827728;0
-1097818638071566096;0
-1024630694473568015;0
-1024630733128273680;0
-5709786084168126288;0
-1097818646661500688;0
-5709504622143426384;0
-1097818603711827728;0
-1097818603711827728;0
-1097818637803130384;0
-1097818603711827728;0
-1097818603711827728;0
-2177626983085579807;0
-1097818603711827728;0
-1097818637937348368;0
-1096688322871234319;0
-1098096802098253584;0
-1097818638608437008;0
-1024913307616612111;0
-1024630728833306383;0
-1097818603712880400;0
-1097818638071565838;0
-1097889006815743504;0
-1097818638071566096;0
-1097818603711827728;0
-1098383795369742096;0
-1097818612301762320;0
-5709782781338275664;0
-1097818603711827728;0
-1097818603711827728;0
-10321190675966561680;0
-1097818638071566096;0
-1097818638071582480;0
-10321755823869463568;0
-1097818603711827728;0
-1097819703223455504;0
-1097818638071566096;0
-1097818638071566096;0
-1097818603711844112;0
-1097818638071566096;0
-5709504622139215632;0
-1096970862999834384;0
-1097818603711827728;0
-8582977966776251252;0
-5709787196631764816;0
-1097818603716022096;0
-1098100078621429520;0
-5709504622139215632;0
-1097819703223455504;0
-1097818612301762320;0
-1097818612301762320;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603711827728;0
-1097818912882364176;0
-10321190674926374288;0
-3989588756934030966;0
-1097814239957946128;0
-1097818603711827728;0
-1097818603711827728;0
-5636316764448952080;0
-5636598252310564624;0
-1097818638071566096;0
-1097818638071566096;0
-1097818604248698640;0
-2195919855266238239;0
-1097818603711827728;0
-1097818638377688845;0
-5709786134031589165;0
-1024913268827688719;0
-1024913286141792015;0
-1098101212446134096;0
-11257437194058374815;0
-1097818612234669839;0
-1025761594325847824;0
-1024630694473568015;0
-1097818637903732496;0
-5636316764109229903;0
-2177622843475303967;0
-10321755832224549904;0
-1025757972897140495;0
-9736252559123252360;0
-5709787196631764816;0
-11401561133263100959;0
-1097818638071566096;0
-5636599287389294351;0
-2250810735768575776;0
-1097818638071566096;0
-1097818638071566096;0
-5637724113621438288;0
-2178753140722966304;0
-2250740142510579230;0
-1097818603711827728;0
-2250810477063905056;0
-1097818603711827728;0
-1097818638071566096;0
-1098383786779807246;0
-5709504656503164752;0
-10321755823903050894;0
-7430267158867179048;0
-1097818603711827728;0
-1097818638071566096;0
-1097818603711827728;0
-5124001392262334280;0
-8015771501677473648;0
-1097818603711827728;0
-1097818638071566096;0
-1097819154004512272;0
-1098383761010007568;0
