-3403662197577944880;0
-6880441899650342495;0
-2251022674155216736;0
-1097818646661517072;0
-9736393811747653384;0
-2250740108319727135;0
-2178678137474129422;0
-1097818638071566096;0
-1097818603711827728;0
-1097818603711827728;0
-1097818638012845840;0
-2250810769120632608;0
-1098100628985417552;0
-1097818603711827728;0
-6862496753193541472;0
-1097818896844394256;0
-5709787196627554064;0
-1025761043865865999;0
-1097818586464849680;0
-1097818642737729296;0
-6861648690357948255;0
-1097818603711827728;0
-10321755789274877328;0
-1097818638071566096;0
-1097818638075760463;0
-1097818638071566096;0
-1097818646661500688;0
-1097818646661517072;0
-2818296487524951848;0
-1097820845416320784;0
-9736252526516733064;0
-1097818603716022096;0
-3966770550142137144;0
-1088776666761119504;0
-1097818638071566096;0
-1097818638071566096;0
-1097818637945736720;0
-1097818637937348368;0
-1097818603711827727;0
-1097818638071566096;0
-1097818637903793680;0
-1097818603711827728;0
-1097818638071566096;0
-1097818638071566096;0
-1097818612301778704;0
-1097818638071566096;0
-1097818603711827728;0
-1097818603711766288;0
-1097818603711827727;0
-11401489386790947997;0
-1097818638071565840;0
-1097818638071566096;0
-1097818603711827728;0
-1097818603711827728;0
-1097818638071566096;0
-1097818603711827728;0
-5709504622143426384;0
-1097818638071566096;0
-1097818603711827728;0
-1097818603711844112;0
-5636599291688472415;0
-1097818638071566096;0
-1097819961928126224;0
-1097818508887002896;0
-1097889291021782800;0
-1097818638071566096;0
-1097818603644718864;0
-1097819724631183120;0
-1097819556875800336;0
-1097818603711844112;0
-2818299661439711014;0
-1097818638071566096;0
-5636599158410268495;0
-5636603719732645711;0
-5636599321820352335;0
-5636602603175366479;0
-1024630617101242191;0
-5636316747130687311;0
-5636599875678195535;0
-2250740108323921760;0
-1097818603711827728;0
-5636599326115319631;0
-5709787196631764752;0
-5727800753261600528;0
-6880722043114819360;0
-1097818509222547216;0
-1098101178133057296;0
-1025761044037771023;0
-2177763581265649183;0
-1025761009673903631;0
-2250740108319727135;0
-1097818603716022095;0
-1097818638071566096;0
-5709786131479875408;0
-1025826980304457488;0
-1097818637903793936;0
-1097818646661500688;0
-1097818646661500688;0
-1097815598108184336;0
-5709787200926732127;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603711827728;0
-6807605873738735135;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603711827728;0
-2178682514112913165;0
-1097818638071566096;0
-5709504622143426384;0
-1098383786888797966;0
-5492273279085396431;0
-6343614772878530811;0
-5709504622144478799;0
-1097818603716022096;0
-1097818603711827728;0
-5709504622143426384;0
-2250810477063905056;0
-5636602603108257615;0
-10321755823634615310;0
-1024631296372985631;0
-1097818603711827728;0
-1097818638071566096;0
-7356943477665949543;0
-1097959891492867856;0
-1025761043832311568;0
-1097818603711827728;0
-1097818638071566096;0
-1026038086536990480;0
-5636599326458761039;0
-5727800495630671439;0
-1097818603711827728;0
-1096970863004028752;0
-1097818612301762320;0
-1098101178200166224;0
-1097818603711827728;0
-5709787196631768912;0
-5709504622009208592;0
-1097818638071566096;0
-1097819703223455568;0
-512315640317986568;0
-9736393811739247624;0
-1024983916878958351;0
-3971291182595012408;0
-1097818638004457232;0
-5637729602593836879;0
-1097818638071566096;0
-1024913303329539855;0
-1097818638071566096;0
-2250810735768575520;0
-1097818637903732496;0
-2250740108318674462;0
-1097818638071566096;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603711827728;0
-1097818638071566096;0
-1097819703223471888;0
-5636599321757421327;0
-1097819154004512528;0
-1097818638071566096;0
-1097818646661500687;0
-1096688348641054479;0
-2818300761088665447;0
-5636599297979211663;0
-1097818603711827728;0
-1097818603711827728;0
-2250810734760889886;0
-1098100117343244048;0
-12078249095257887925;0
-1097818603711827728;0
-5636599291688472399;0
-1024630728803950095;0
-5124425244878505480;0
-1097960990972976911;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603711827728;0
-1097818638071566096;0
-5636669931918397199;0
-1024913543839813391;0
-1097818621371467536;0
-5051096061150971719;0
-14274468226980628295;0
-6789520830260727357;0
-5636599287401893711;0
-512315364727047944;0
-1097819685976493840;0
-1097818638004457232;0
-3966770550108550008;0
-1024913269500874512;0
-1096970862999834384;0
-1097818603711827727;0
-1097888989568765712;0
-3403661647824236336;0
-1097819741878161168;0
-1097818603711827728;0
-1097818638071566096;0
-1096758933208370960;0
-1097818638610009872;0
-1097818603711827728;0
-1097818638071566096;0
-3403661647285260080;0
-1097818603711827728;0
-1097818603711827728;0
-1097818604189978384;0
-1097818638071566096;0
-1097818638071566096;0
-5709787196627570256;0
-5709787196627570286;0
-4483608274347507263;0
-1097819154004512528;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603644718864;0
-1097818612301762320;0
-1024630694473568015;0
-1024635144126795535;0
-1024913268961906447;0
-3403661651882155824;0
-5636316721495101263;0
-5493040456462519631;0
-1097814231367534352;0
-521322572546557704;0
-5636599334512316239;0
-1024630737297428239;0
-1097818638071565838;0
-8014499891177787183;0
-1660786252969136984;0
-5636599291688472399;0
-11275448246771522591;0
-1098101186790100752;0
-1098101195312926480;0
-2250740108319727392;0
-1097818603711827728;0
-1097818603711827728;0
-1025761044033638159;0
-5636599326048210767;0
-5636599291688472399;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603711827728;0
-1097818603644718864;0
-1097818638071566096;0
-5636602637535104847;0
-1097818638071566096;0
-5636317812416794447;0
