16744167 13091651 4440899 1130577408 0
16776902 8816258 8635010 3267787776 0
16762754 8553346 12763847 3338565632 0
8308679 13091779 12829635 3816700928 0
8381411 14934497 14770529 1933515792 0
3735239 8882051 8635331 3284631040 0
72830 13091783 12830662 3334718438 0
1605318 12829635 12829635 3284401724 0
3997379 12829635 12829635 3284368952 0
3964486 12829635 12829635 3284289148 0
1867367 12829635 12829635 3345382912 0
1867495 12813187 8618883 3284401788 0
3702526 13026243 12763971 1130593820 0
3997383 12829635 12829635 1130593820 0
8191686 8553091 8618883 3284368956 0
4095943 12829635 12829571 2194079352 0
8323010 12829378 12763842 3269884928 0
31982 13092807 12829635 3284631064 0
3964614 12829635 12829638 3336993792 0
1604718 4408259 12829634 3267788348 0
7896262 13026947 8816326 3338435600 0
3997379 12829635 12829635 3284368952 0
3964867 12698049 12698049 3278061104 0
15991 12829635 12829635 3284631096 0
1605350 13027267 12829635 3286662672 0
32487 12829635 12829635 3286728192 0
16771011 12829635 12829635 3284289084 0
1867495 12829635 12829635 1669283376 0
39998 2581346 6514278 1719614472 0
1900483 12829635 12829121 3287776768 0
8380897 14770657 14803425 4050747136 0
3702470 12764099 12829635 3284368956 0
802359 3355443 3355443 859250368 0
557047 14934979 14934883 1669274624 0
1638087 12829635 12829635 3284368956 0
32495 13091778 12829635 3278339584 0
31975 12829635 12829635 3278075708 0
31974 12829635 12829635 3284395580 0
3702470 13092803 12829635 3286466076 0
32359 12829635 12829635 3286728216 0
1064062 12829635 12829635 3284363132 0
3702471 12829635 12829635 3286466056 0
32487 12829635 12829635 3286466108 0
1081063 12829635 12829635 3286466076 0
8185795 12829635 12829635 3286711296 0
1605319 12829635 12829635 3284368920 0
3702471 12829635 12829635 3286728192 0
3964647 13091779 12829635 3284364860 0
8154823 12830659 12829635 3284565048 0
8220101 12961221 12961221 3452796735 0
1867459 12829635 12829635 3284369212 0
32486 13091779 12829635 3286728252 0
16576195 12829635 12829635 3284401776 0
3702471 12829635 12829635 3284368956 0
1605319 12829635 12829635 3286466076 0
8187587 8635331 12829635 3284565504 0
3735238 13025987 12829635 3269951036 0
1867619 12829635 12829635 3284368944 0
3964867 12829635 12829635 3284631096 0
3964611 12829635 12829635 3278323200 0
3210446 13027014 13027014 3338567168 0
1605351 12829635 12829635 3278274048 0
4095683 12829635 12829314 2261154864 0
15188931 12829635 12829635 3351674424 0
6734787 12829635 12813187 2277961340 0
1605319 12829635 12829635 3284303384 0
3964643 12829635 12829635 3334929456 0
32487 12829635 12829382 3338566656 0
15188931 12829635 12829382 3334926076 0
3964611 12829635 12829635 3279305728 0
1982259 3351395 2319203 1932738206 0
32487 12829635 12829635 3284368920 0
3701990 13027014 13027047 3875289088 0
31982 13027015 13025991 3286728252 0
31942 13027014 13027015 3284565560 0
3734726 13027014 13026243 3286662168 0
31974 13027271 13092835 3823599128 0
15614 13027015 13092807 3353837116 0
31870 13027014 13026886 1719565312 0
7925446 8553347 12829635 3284302848 0
3735238 12829635 12829635 3284565560 0
64710 13027014 13027014 3269885496 0
3997382 12763843 8569538 3267559036 0
8187590 8553154 8569730 3351707260 0
8308418 12829314 8569794 3338565728 0
16705255 12829635 12829667 3823329792 0
3964647 12829634 12763842 3351707192 0
32454 13027271 12829635 3284395644 0
16580495 8849287 8849287 2281699424 0
3964614 13076423 12829635 3284598328 0
3997382 8882051 8635331 3286728208 0
3964614 13027267 12829635 3278274072 0
1867459 12829635 12829635 3286728192 0
8322758 8569538 12764099 3278339644 0
8191687 13091783 12814275 3353771008 0
15615 12829635 12829635 3284659836 0
8308423 12829635 12829635 3284368924 0
8308675 12829635 12829635 3278339584 0
1867367 12829635 12830342 2261187704 0
3735270 13027010 12763842 3267788288 0
3735238 12829635 12829635 3284368920 0
3177670 13091779 12829635 3284368956 0
3964647 12829635 12829635 3286466072 0
14847 13010566 8816262 2398944496 0
8158951 12829635 12829635 3284564992 0
8191687 12829635 12829635 3286728192 0
3702471 12829635 12829635 3284368920 0
3177726 13092807 12829635 3284362878 0
32487 12829635 12829635 3284663856 0
7929542 8569539 12829635 3286761020 0
1973374 15197123 12698049 3275973246 0
65536 7929551 9406351 3472816128 0
6316032 827038 16184307 4139130392 0
16567942 8816322 12829635 3286662680 0
8187590 12764099 12829635 1130593852 0
8191687 12829635 12829635 3284368956 0
3964614 12763843 12829635 3278274072 0
3997382 8618883 8618947 3286728248 0
3735238 13027014 13026243 3354295832 0
1867747 12829121 12698049 3286466366 0
4161511 13092807 13092675 3259383296 0
3997379 12829635 12829635 3286728192 0
4095811 12829635 12829634 3288235008 0
15934 6710886 6742754 1715354624 0
3702511 12829635 4408131 1139768888 0
31974 13091783 12829635 3351674424 0
8191687 12829635 12829635 3275980312 0
1605351 13091779 12829635 3278339608 0
8191686 13091783 12765123 3353771008 0
1604734 6735558 13027014 1719548928 0
7929542 8816322 8569795 3286662680 0
3735246 12829635 12829635 3286728248 0
3964614 13026242 13027014 3334896656 0
8177603 12829635 12829635 3286658104 0
8191683 12764099 12763842 3267821056 0
3964615 12829635 12829635 3284368952 0
16777158 12747458 12763842 3267787792 0
3701990 12763842 12829635 3286464124 0
32487 12829635 12829635 3286728192 0
3964615 12764099 12829378 3261496320 0
835251 14935011 14934947 3015056384 0
4194275 14901729 14770529 1634942720 0
3702470 13092807 8816262 3352230912 0
10239522 2302755 2302899 4093623808 0
1081062 12829635 12829635 3351772792 0
3702470 13027014 12763843 3286662716 0
1867363 12829635 12829635 3284303416 0
1867494 15198150 13027014 3330178048 0
1867491 12829635 12829635 3284362812 0
8191687 8618883 8618883 2210660220 0
1604846 13091779 12829635 3284395644 0
8158918 12829571 12829635 3284369278 0
4095939 12829635 12829635 3286728192 0
3964611 12829635 12829635 3278077440 0
3964647 12829635 12829635 3284368956 0
8191743 15188931 12829635 3278077440 0
1605350 12829635 12829635 3286728208 0
8191687 12829634 12829378 3269868544 0
1867366 13092550 13027014 3330178048 0
3702527 13091779 12829507 1130593820 0
32487 13091779 12829635 3278273536 0
8316871 13092803 12829635 3276176956 0
15648711 13092803 13092803 3882761272 0
9517118 6702947 6513507 1667464764 0
16719996 16565958 13027015 3334923900 0
3964647 12829635 12829635 3284368956 0
3964611 12829635 12829635 3284631064 0
3993539 12829571 8618883 3284386686 0
1605222 12829634 12764098 3267788344 0
8063 15982945 6385776 1886420767 0
3964871 13091779 12829635 3286728192 0
3735238 8832710 13027014 3334962748 0
32463 13076423 13092807 3347512440 0
1851006 15196898 6447714 1650949948 0
8355454 15189955 4407875 1111647804 0
3964611 12829635 12829635 3284368956 0
3997379 12829635 12829635 3284401724 0
3964611 12829635 12829635 3284368952 0
1605318 12829635 12829635 3284663932 0
3997439 13092550 13010566 2261547008 0
3964647 13092806 13026950 3337385984 0
12484451 6513603 12829639 3330161664 0
12414 15132390 15132390 3875470896 0
