1081063 12829635 12829635 3284368956 0
3964519 12829635 12829635 3284565564 0
8284099 12829635 12829635 3286662680 0
8323011 12829635 12829571 2210627132 0
3964615 12829635 8635267 3284397950 0
15487 12829635 12829635 3284368956 0
1605319 12829635 12829635 3284631096 0
4095811 4441027 12829378 3267788348 0
4095811 12829635 12829635 3284598396 0
8185539 12829635 12829635 1130577416 0
1588350 15188931 12829635 3284330108 0
3964647 12829635 12829635 3288235008 0
1867495 12829635 12829635 3278273536 0
3701959 13092807 13092807 3354295296 0
1080934 12829639 13092806 3336994360 0
3702374 12763842 12764102 3336994364 0
8320963 12829635 12829635 3286728192 0
8191686 12763843 12829635 3278077464 0
8191687 13091779 12829635 3275980288 0
8158915 12829635 12829635 3284368924 0
1605375 12829635 12829633 3244523292 0
8191687 13091779 12829635 3275980312 0
3997414 12829635 12829635 3278077468 0
7929039 8882055 8881091 3284303368 0
3964614 12829635 12829635 3286466108 0
15462 12829635 12829635 3284387452 0
1605350 13092803 13092807 3353771008 0
1605223 4441027 12764870 3335322672 0
1867619 4441027 12829635 3284369020 0
1605222 13092806 13027014 3336993792 0
32359 12830663 13092807 3353803824 0
8191686 8881091 8635331 3286728200 0
1867367 12829635 12829635 3278075710 0
32455 12829635 12813251 3284402044 0
1605351 12829635 12829635 3278077448 0
3735239 12829635 12829635 3284368896 0
8316867 12829633 12698049 3253943808 0
3958467 12829635 12829635 3284565528 0
8191682 12763842 12764870 3336994364 0
3964611 12829635 12829635 3275980348 0
8191943 12829635 12829635 3284368956 0
4095841 12698051 12829635 2210922040 0
32455 12829635 12829635 3284631056 0
1605319 12829635 12829635 3278257152 0
16727679 12829121 12698049 3250681624 0
3735238 12829635 12829635 3286662656 0
3964611 12829635 12829378 3269884928 0
1605223 12829635 12829635 3284303416 0
1605319 12829635 12829635 3284368952 0
3997383 12829635 12829635 3278257152 0
1605318 13091779 12829635 3286728216 0
3735238 13091523 12829635 3286728192 0
4095587 12829635 13027014 3337518080 0
3964611 12829635 12829634 3271457792 0
8453695 3355443 2302755 590822940 0
3993286 12763842 12763843 3287170048 0
3702338 12764099 12829635 3278011392 0
3960519 12829634 12764099 3337518096 0
3997382 12829378 12829635 3278274048 0
8290279 12829635 12829379 3261496320 0
3958467 12829635 12829635 3284368920 0
3991235 12829635 12829635 3284368924 0
3964611 12829635 12829635 3284368920 0
3964615 12829635 12829635 3286728192 0
3964611 12829635 12829635 3286662144 0
556775 12829635 12829571 3334930040 0
1998691 12698049 12829635 3286760984 0
16718910 8266530 2236960 574045982 0
1605319 12829635 12830659 3355343872 0
3964615 12829635 12829635 3286728208 0
3964614 12829635 12829635 3278274072 0
1605222 13091527 13092803 3346955776 0
1605350 13091527 13027266 3883826688 0
1605347 12829635 12829635 3286728192 0
32454 12829635 12829635 3286728216 0
3948131 4441027 12829635 3284598392 0
31998 13092742 8816262 2257517808 0
3702470 12829635 12829635 3284597816 0
15486 6744003 12829635 3351766654 0
1588348 6702786 12764099 3286656638 0
8158462 13092807 13027014 3337518080 0
3964614 13092806 13027010 3355326464 0
14462 15123395 12763843 3806494268 0
2355705 9276813 9276806 2261052536 0
3735238 12830659 12829635 3883809792 0
1605246 15188935 12829507 3263052800 0
3964646 13092807 13092807 3353771008 0
15486 15188931 12829635 3284657788 0
30958 13027015 13092803 3286728252 0
2160847 8882055 8882055 2277965432 0
1867747 12829121 12698049 3825172224 0
3701886 13092807 12830342 3334896752 0
15987 14803425 14803425 3789766400 0
3964646 12763842 12763842 3263069200 0
3225983 13616517 8750468 2227629948 0
1605318 12829635 12829635 3284368956 0
3997383 13092550 13027014 3334896640 0
8191687 8618883 8618883 2210823680 0
1605223 12829635 12829635 3284362812 0
1605223 12829635 12829635 3284362812 0
3958471 12763847 12765123 3284559416 0
3735238 13075335 8618883 3284401788 0
4078718 13075331 8635331 3284395902 0
8191939 8635331 12829635 3288301056 0
3702471 8618883 8618947 3284663928 0
3964867 12829635 12829635 3286466104 0
1867459 12829635 12829635 3278339584 0
1605571 12829633 12698049 3250847614 0
1605318 12763843 12829635 3286662680 0
1851263 12698049 12698049 3252780862 0
540279 14934626 6447970 1664597916 0
3964611 12829635 12829635 3284565528 0
32486 12829635 12829635 3287252480 0
8158915 12829635 12829635 3284368912 0
1090 4350691 14935011 3824647704 0
16711655 12730947 4342338 1669283328 0
3964611 12829635 12829635 3284663868 0
32359 12829635 12829635 3288301056 0
8191687 12829635 12829507 1138982684 0
8191687 12813251 12698049 3252911932 0
3964611 12829635 12829635 3286728192 0
3964611 12829635 12829635 3284565520 0
8388579 12698049 12698049 3244392318 0
3735238 8569538 12829635 3286466076 0
3702471 12829571 8635331 3284598328 0
3964611 12829635 12829635 3286400536 0
8191686 8881027 8618883 2210856504 0
8187526 8618883 8618947 3286728192 0
3702471 12829635 12829635 3284565504 0
556662 12829635 12829635 3284631100 0
8289991 12763714 4342338 1136885374 0
1605351 12829635 12829635 3335420984 0
8322759 12829635 12829635 3288235008 0
3964647 13091779 12829635 3267787776 0
802611 6504801 6415201 3823337343 0
7999 15950176 6316128 4059168639 0
1605319 12829635 12829635 3286466072 0
